a|/ə/
phlebotomy|/fləˈbɒtəmi/
phlegm|/flem/
phlegmatic|/fleɡˈmætɪk/
phlegmatically|/fleɡˈmætɪkli/
phloem|/ˈfləʊem/
phlox|/flɒks/
phobia|/ˈfəʊbiə/
phobic|/ˈfəʊbɪk/
phoebe|/ˈfiːbi/
phoenician|/fəˈniːʃn/
phoenix|/ˈfiːnɪks/
phone|/fəʊn/
phoney|/ˈfəʊni/
phoneme|/ˈfəʊniːm/
phonemic|/fəˈniːmɪk/
phonetic|/fəˈnetɪk/
phonetically|/fəˈnetɪkli/
phonetician|/ˌfəʊnəˈtɪʃn/
phonetics|/fəˈnetɪks/
phony|/ˈfəʊni/
phonic|/ˈfɒnɪk/
phonics|/ˈfɒnɪks/
phono|/fəʊnəʊ/
phonograph|/ˈfəʊnəɡrɑːf/
phonology|/fəˈnɒlədʒi/
phonological|/ˌfəʊnəˈlɒdʒɪkl/
phonologist|/fəˈnɒlədʒist/
phonotactics|/ˌfəʊnəˈtæktɪks/
phooey|/ˈfuːi/
phosgene|/ˈfɒzdʒiːn/
phosphate|/ˈfɒsfeɪt/
phosphorescence|/ˌfɒsfəˈresns/
phosphorescent|/ˌfɒsfəˈresnt/
phosphorus|/ˈfɒsfərəs/
photic|/ˈfəʊtɪk/
photo|/ˈfəʊtəʊ/
photocell|/ˈfəʊtəʊsel/
photochemical|/ˌfəʊtəʊˈkemɪkl/
photocopy|/ˈfəʊtəʊkɒpi/
photocopier|/ˈfəʊtəʊkɒpiə(r)/
photoelectric|/ˌfəʊtəʊɪˈlektrɪk/
photogenic|/ˌfəʊtəʊˈdʒenɪk/
photograph|/ˈfəʊtəɡrɑːf/
photographer|/fəˈtɒɡrəfə(r)/
photography|/fəˈtɒɡrəfi/
photographic|/ˌfəʊtəˈɡræfɪk/
photographically|/ˌfəʊtəˈɡræfɪkli/
photojournalism|/ˌfəʊtəʊˈdʒɜːnəlɪzəm/
photojournalist|/ˌfəʊtəʊˈdʒɜːnəlɪst/
photomontage|/ˌfəʊtəʊmɒnˈtɑːʒ/
photon|/ˈfəʊtɒn/
photoreceptor|/ˈfəʊtəʊrɪseptə(r)/
photosensitive|/ˌfəʊtəʊˈsensətɪv/
photosynthesis|/ˌfəʊtəʊˈsɪnθəsɪs/
photosynthesize|/ˌfəʊtəʊˈsɪnθəsaɪz/
photostat|/ˈfəʊtəstæt/
phototropic|/ˌfəʊtəʊˈtrɒpɪk/
phototropism|/ˌfəʊtəʊˈtrəʊpɪzəm/
photovoltaic|/ˌfəʊtəʊˌvɒlˈteɪɪk/
phrasal|/ˈfreɪzl/
phrase|/freɪz/
phraseology|/ˌfreɪziˈɒlədʒi/
phrasing|/ˈfreɪzɪŋ/
phrenology|/frəˈnɒlədʒi/
phrenologist|/frəˈnɒlədʒɪst/
pi|/paɪ/
pianissimo|/ˌpiːəˈnɪsɪməʊ/
pianist|/ˈpɪənɪst/
piano|/piˈænəʊ/
piazza|/piˈætsə/
pibroch|/ˈpiːbrɒk/
pic|/pɪk/
pica|/ˈpaɪkə/
picayune|/ˌpɪkəˈjuːn/
picaresque|/ˌpɪkəˈresk/
piccadilly|/ˌpɪkəˈdɪli/
piccaninny|/ˈpɪkənɪni/
piccolo|/ˈpɪkələʊ/
pick|/pɪk/
pickaninny|/ˌpɪkəˈnɪni/
pickaxe|/ˈpɪkæks/
picker|/ˈpɪkə(r)/
picket|/ˈpɪkɪt/
picketer|/ˈpɪkɪtə(r)/
picketing|/ˈpɪkɪtɪŋ/
picky|/ˈpɪki/
pickings|/ˈpɪkɪŋz/
pickle|/ˈpɪkl/
pickled|/ˈpɪkld/
pickoff|/ˈpɪkɒf/
pickpocket|/ˈpɪkpɒkɪt/
pickup|/ˈpɪkʌp/
picnic|/ˈpɪknɪk/
picnicker|/ˈpɪknɪkə(r)/
pico|/piːkəʊ/
pict|/pɪkt/
pictish|/ˈpɪktɪʃ/
pictogram|/ˈpɪktəɡræm/
pictograph|/ˈpɪktəɡrɑːf/
pictorial|/pɪkˈtɔːriəl/
pictorially|/pɪkˈtɔːriəli/
picture|/ˈpɪktʃə(r)/
picturesque|/ˌpɪktʃəˈresk/
picturesquely|/ˌpɪktʃəˈreskli/
picturization|/ˌpɪktʃəraɪˈzeɪʃn/
picturize|/ˈpɪktʃəraɪz/
piddle|/ˈpɪdl/
piddling|/ˈpɪdlɪŋ/
pidgin|/ˈpɪdʒɪn/
pie|/paɪ/
piebald|/ˈpaɪbɔːld/
piece|/piːs/
piecemeal|/ˈpiːsmiːl/
piecework|/ˈpiːswɜːk/
pieceworker|/ˈpiːswɜːkə(r)/
pied|/paɪd/
pier|/pɪə(r)/
pierce|/pɪəs/
piercing|/ˈpɪəsɪŋ/
piercingly|/ˈpɪəsɪŋli/
pierrot|/ˈpɪərəʊ/
pieta|/pjeɪˈtɑː/
piety|/ˈpaɪəti/
piffle|/ˈpɪfl/
piffling|/ˈpɪflɪŋ/
pig|/pɪɡ/
pigeon|/ˈpɪdʒɪn/
pigeonhole|/ˈpɪdʒɪnhəʊl/
piggery|/ˈpɪɡəri/
piggy|/ˈpɪɡi/
piggyback|/ˈpɪɡibæk/
piglet|/ˈpɪɡlət/
pygmalion|/pɪɡˈmeɪliən/
pigment|/ˈpɪɡmənt/
pigmentation|/ˌpɪɡmenˈteɪʃn/
pigmented|/pɪɡˈmentɪd/
pigmy|/ˈpɪɡmi/
pygmy|/ˈpɪɡmi/
pigskin|/ˈpɪɡskɪn/
pigsty|/ˈpɪɡstaɪ/
pigswill|/ˈpɪɡswɪl/
pigtail|/ˈpɪɡteɪl/
pyjama|/pəˈdʒɑːmə/
pyjamas|/pəˈdʒɑːməz/
pike|/paɪk/
pikey|/ˈpaɪki/
pilaf|/ˈpiːlæf/
pilaster|/pɪˈlæstə(r)/
pilau|/ˈpiːlaʊ/
pilchard|/ˈpɪltʃəd/
pile|/paɪl/
piles|/paɪlz/
pilfer|/ˈpɪlfə(r)/
pilferage|/ˈpɪlfərɪdʒ/
pilferer|/ˈpɪlfərə(r)/
pilfering|/ˈpɪlfərɪŋ/
pilgrim|/ˈpɪlɡrɪm/
pilgrimage|/ˈpɪlɡrɪmɪdʒ/
pill|/pɪl/
pillage|/ˈpɪlɪdʒ/
pillager|/ˈpɪlɪdʒə(r)/
pillar|/ˈpɪlə(r)/
pillared|/ˈpɪləd/
pillbox|/ˈpɪlbɒks/
pillion|/ˈpɪliən/
pillory|/ˈpɪləri/
pillow|/ˈpɪləʊ/
pillowcase|/ˈpɪləʊkeɪs/
pylon|/ˈpaɪlən/
pilot|/ˈpaɪlət/
pima|/ˈpiːmə/
pimento|/pɪˈmentəʊ/
pimp|/pɪmp/
pimpernel|/ˈpɪmpənel/
pimple|/ˈpɪmpl/
pimply|/ˈpɪmpli/
pin|/pɪn/
pinafore|/ˈpɪnəfɔː(r)/
pinata|/pɪnˈjɑːtə/
pinball|/ˈpɪnbɔːl/
pincer|/ˈpɪnsə(r)/
pinch|/pɪntʃ/
pinched|/pɪntʃt/
pincushion|/ˈpɪnkʊʃn/
pine|/paɪn/
pineal|/paɪˈniːəl/
pineapple|/ˈpaɪnæpl/
pinewood|/ˈpaɪnwʊd/
ping|/pɪŋ/
pinger|/ˈpɪŋə(r)/
pinhead|/ˈpɪnhed/
pinhole|/ˈpɪnhəʊl/
pinyin|/pɪnˈjɪn/
pinion|/ˈpɪnjən/
pink|/pɪŋk/
pinkeye|/ˈpɪŋkaɪ/
pinky|/ˈpɪŋki/
pinkish|/ˈpɪŋkɪʃ/
pinkness|/ˈpɪŋknəs/
pinko|/ˈpɪŋkəʊ/
pinna|/ˈpɪnə/
pinnacle|/ˈpɪnəkl/
pinny|/ˈpɪni/
pinocchio|/pɪˈnəʊkiəʊ/
pinochle|/ˈpiːnʌkl/
pinpoint|/ˈpɪnpɔɪnt/
pinprick|/ˈpɪnprɪk/
pinstripe|/ˈpɪnstraɪp/
pinstriped|/ˈpɪnstraɪpt/
pint|/paɪnt/
pinta|/ˈpaɪntə/
pinto|/ˈpɪntəʊ/
pinwheel|/ˈpɪnwiːl/
pioneer|/ˌpaɪəˈnɪə(r)/
pioneering|/ˌpaɪəˈnɪərɪŋ/
pyorrhoea|/ˌpaɪəˈriːə/
pious|/ˈpaɪəs/
piously|/ˈpaɪəsli/
pip|/pɪp/
pipe|/paɪp/
pipeline|/ˈpaɪplaɪn/
piper|/ˈpaɪpə(r)/
pipette|/pɪˈpet/
pipework|/ˈpaɪpwɜːk/
piping|/ˈpaɪpɪŋ/
pipit|/ˈpɪpɪt/
pipsqueak|/ˈpɪpskwiːk/
piquancy|/ˈpiːkənsi/
piquant|/ˈpiːkənt/
pique|/piːk/
piqued|/piːkt/
piracy|/ˈpaɪrəsi/
pyramid|/ˈpɪrəmɪd/
pyramidal|/ˈpɪrəmɪdl/
piranha|/pɪˈrɑːnə/
pirate|/ˈpaɪrət/
piratical|/ˌpaɪˈrætɪkl/
pyre|/ˈpaɪə(r)/
pyrethrum|/paɪˈriːθrəm/
pyrites|/paɪˈraɪtiːz/
pyro|/ˈpaɪrəʊ/
pyromania|/ˌpaɪrəʊˈmeɪniə/
pyromaniac|/ˌpaɪrəʊˈmeɪniæk/
pyrotechnic|/ˌpaɪrəˈteknɪk/
pyrotechnics|/ˌpaɪrəˈteknɪks/
pirouette|/ˌpɪruˈet/
piscatorial|/ˌpɪskəˈtɔːriəl/
pisces|/ˈpaɪsiːz/
piscine|/ˈpɪsaɪn/
piss|/pɪs/
pissed|/pɪst/
pistachio|/pɪˈstæʃiəʊ/
piste|/piːst/
pistil|/ˈpɪstɪl/
pistol|/ˈpɪstl/
piston|/ˈpɪstən/
pit|/pɪt/
pita|/ˈpiːtə/
pitch|/pɪtʃ/
pitched|/pɪtʃt/
pitcher|/ˈpɪtʃə(r)/
pitchfork|/ˈpɪtʃfɔːk/
pitchout|/ˈpɪtʃaʊt/
piteous|/ˈpɪtiəs/
piteously|/ˈpɪtiəsli/
pitfall|/ˈpɪtfɔːl/
pith|/pɪθ/
pithead|/ˈpɪthed/
pithy|/ˈpɪθi/
pithily|/ˈpɪθɪli/
python|/ˈpaɪθən/
pity|/ˈpɪti/
pitiable|/ˈpɪtiəbl/
pitiably|/ˈpɪtiəbli/
pitiful|/ˈpɪtɪfl/
pitifully|/ˈpɪtɪfəli/
pitying|/ˈpɪtiɪŋ/
pityingly|/ˈpɪtiɪŋli/
pitiless|/ˈpɪtiləs/
pitilessly|/ˈpɪtiləsli/
piton|/ˈpiːtɒn/
pitta|/ˈpiːtə/
pittance|/ˈpɪtns/
pitted|/ˈpɪtɪd/
pituitary|/pɪˈtjuːɪtəri/
pivot|/ˈpɪvət/
pivotal|/ˈpɪvətl/
pix|/pɪks/
pixel|/ˈpɪksl/
pixie|/ˈpɪksi/
pizza|/ˈpiːtsə/
pizzazz|/pɪˈzæz/
pizzeria|/ˌpiːtsəˈriːə/
pizzicato|/ˌpɪtsɪˈkɑːtəʊ/
pkg|NA
pkwy|NA
pl|NA
placard|/ˈplækɑːd/
placate|/pləˈkeɪt/
placatory|/pləˈkeɪtəri/
place|/pleɪs/
placebo|/pləˈsiːbəʊ/
placed|/pleɪst/
placeholder|/ˈpleɪshəʊldə(r)/
placeman|/ˈpleɪsmən/
placement|/ˈpleɪsmənt/
placenta|/pləˈsentə/
placental|/pləˈsentl/
placid|/ˈplæsɪd/
placidity|/pləˈsɪdəti/
placidly|/ˈplæsɪdli/
placing|/ˈpleɪsɪŋ/
plagiarism|/ˈpleɪdʒərɪzəm/
plagiarist|/ˈpleɪdʒərɪst/
plagiarize|/ˈpleɪdʒəraɪz/
plague|/pleɪɡ/
play|/pleɪ/
playable|/ˈpleɪəbl/
playback|/ˈpleɪbæk/
playbill|/ˈpleɪbɪl/
playboy|/ˈpleɪbɔɪ/
playbook|/ˈpleɪbʊk/
plaice|/pleɪs/
plaid|/plæd/
player|/ˈpleɪə(r)/
playful|/ˈpleɪfl/
playfully|/ˈpleɪfəli/
playfulness|/ˈpleɪflnəs/
playgoer|/ˈpleɪɡəʊə(r)/
playground|/ˈpleɪɡraʊnd/
playhouse|/ˈpleɪhaʊs/
playing|/ˈpleɪɪŋ/
playlet|/ˈpleɪlət/
playmaker|/ˈpleɪmeɪkə(r)/
playmate|/ˈpleɪmeɪt/
plain|/pleɪn/
plainchant|/ˈpleɪntʃɑːnt/
plainly|/ˈpleɪnli/
plainness|/ˈpleɪnnəs/
plainsong|/ˈpleɪnsɒŋ/
plaint|/pleɪnt/
plaintiff|/ˈpleɪntɪf/
plaintive|/ˈpleɪntɪv/
plaintively|/ˈpleɪntɪvli/
playpen|/ˈpleɪpen/
playroom|/ˈpleɪruːm/
playschool|/ˈpleɪskuːl/
playsuit|/ˈpleɪsuːt/
plait|/plæt/
plaything|/ˈpleɪθɪŋ/
playtime|/ˈpleɪtaɪm/
playwright|/ˈpleɪraɪt/
plan|/plæn/
planar|/ˈpleɪnə(r)/
plane|/pleɪn/
planeload|/ˈpleɪnləʊd/
planer|/ˈpleɪnə(r)/
planet|/ˈplænɪt/
planetary|/ˈplænətri/
planetarium|/ˌplænɪˈteəriəm/
plangent|/ˈplændʒənt/
plank|/plæŋk/
planking|/ˈplæŋkɪŋ/
plankton|/ˈplæŋktən/
planner|/ˈplænə(r)/
planning|/ˈplænɪŋ/
plant|/plɑːnt/
plantagenet|/ˌplænˈtædʒənət/
plantain|/ˈplæntɪn/
plantar|/ˈplæntə(r)/
plantation|/plɑːnˈteɪʃn/
planter|/ˈplɑːntə(r)/
planting|/ˈplɑːntɪŋ/
plantsman|/ˈplɑːntsmən/
plaque|/plæk/
plasma|/ˈplæzmə/
plaster|/ˈplɑːstə(r)/
plasterboard|/ˈplɑːstəbɔːd/
plastered|/ˈplɑːstəd/
plasterer|/ˈplɑːstərə(r)/
plasterwork|/ˈplɑːstəwɜːk/
plastic|/ˈplæstɪk/
plasticity|/plæˈstɪsəti/
plasticize|/ˈplæstɪsaɪz/
plate|/pleɪt/
plateau|/ˈplætəʊ/
plateful|/ˈpleɪtfʊl/
platelayer|/ˈpleɪtleɪə(r)/
platelet|/ˈpleɪtlət/
platform|/ˈplætfɔːm/
plating|/ˈpleɪtɪŋ/
platinum|/ˈplætɪnəm/
platypus|/ˈplætɪpəs/
platitude|/ˈplætɪtjuːd/
platitudinous|/ˌplætɪˈtjuːdɪnəs/
platonic|/pləˈtɒnɪk/
platonism|/ˈpleɪtənɪzəm/
platonist|/ˈpleɪtənɪst/
platoon|/pləˈtuːn/
platteland|/ˈplætəlænd/
platter|/ˈplætə(r)/
plaudits|/ˈplɔːdɪts/
plausibility|/ˌplɔːzəˈbɪləti/
plausible|/ˈplɔːzəbl/
plausibly|/ˈplɔːzəbli/
plaza|/ˈplɑːzə/
plea|/pliː/
plead|/pliːd/
pleading|/ˈpliːdɪŋ/
pleadingly|/ˈpliːdɪŋli/
pleasant|/ˈpleznt/
pleasantly|/ˈplezntli/
pleasantness|/ˈplezntnəs/
pleasantry|/ˈplezntri/
please|/pliːz/
pleased|/pliːzd/
pleasing|/ˈpliːzɪŋ/
pleasingly|/ˈpliːzɪŋli/
pleasurable|/ˈpleʒərəbl/
pleasurably|/ˈpleʒərəbli/
pleasure|/ˈpleʒə(r)/
pleat|/pliːt/
pleated|/ˈpliːtɪd/
pleb|/pleb/
plebe|/pliːb/
plebeian|/pləˈbiːən/
plebiscite|/ˈplebɪsaɪt/
plectrum|/ˈplektrəm/
pledge|/pledʒ/
plenary|/ˈpliːnəri/
plenipotentiary|/ˌplenɪpəˈtenʃəri/
plenitude|/ˈplenɪtjuːd/
plenteous|/ˈplentiəs/
plenty|/ˈplenti/
plentiful|/ˈplentɪfl/
plentifully|/ˈplentɪfəli/
plenum|/ˈpliːnəm/
pleonasm|/ˈpliːənæzəm/
pleonastic|/ˌpliːəˈnæstɪk/
plethora|/ˈpleθərə/
pleura|/ˈplʊərə/
pleurisy|/ˈplʊərəsi/
ply|/plaɪ/
pliable|/ˈplaɪəbl/
pliancy|/ˈplaɪənsi/
pliant|/ˈplaɪənt/
pliers|/ˈplaɪəz/
plight|/plaɪt/
plymouth|/ˈplɪməθ/
plimsoll|/ˈplɪmsəl/
plinth|/plɪnθ/
plywood|/ˈplaɪwʊd/
plod|/plɒd/
plodder|/ˈplɒdə(r)/
plodding|/ˈplɒdɪŋ/
ploy|/plɔɪ/
plonk|/plɒŋk/
plop|/plɒp/
plosive|/ˈpləʊsɪv/
plot|/plɒt/
plotter|/ˈplɒtə(r)/
plough|/plaʊ/
ploughman|/ˈplaʊmən/
ploughshare|/ˈplaʊʃeə(r)/
plover|/ˈplʌvə(r)/
plow|/plaʊ/
plowman|/ˈplaʊmən/
plowshare|/ˈplaʊʃeə(r)/
pluck|/plʌk/
plucky|/ˈplʌki/
pluckily|/ˈplʌkəli/
plug|/plʌɡ/
plughole|/ˈplʌɡhəʊl/
plum|/plʌm/
plumage|/ˈpluːmɪdʒ/
plumb|/plʌm/
plumber|/ˈplʌmə(r)/
plumbing|/ˈplʌmɪŋ/
plume|/pluːm/
plumed|/pluːmd/
plummet|/ˈplʌmɪt/
plummy|/ˈplʌmi/
plump|/plʌmp/
plumpness|/ˈplʌmpnəs/
plunder|/ˈplʌndə(r)/
plunderer|/ˈplʌndərə(r)/
plunge|/plʌndʒ/
plunger|/ˈplʌndʒə(r)/
plunging|/ˈplʌndʒɪŋ/
plunk|/plʌŋk/
pluperfect|/ˌpluːˈpɜːfɪkt/
plural|/ˈplʊərəl/
pluralism|/ˈplʊərəlɪzəm/
pluralist|/ˈplʊərəlɪst/
plurality|/plʊəˈræləti/
pluralization|/ˌplʊərəlaɪˈzeɪʃn/
pluralize|/ˈplʊərəlaɪz/
plus|/plʌs/
plush|/plʌʃ/
pluto|/ˈpluːtəʊ/
plutocracy|/pluːˈtɒkrəsi/
plutocrat|/ˈpluːtəkræt/
plutonium|/pluːˈtəʊniəm/
pluvial|/ˈpluːviəl/
pm|/ˌpiː ˈem/
pneumatic|/njuːˈmætɪk/
pneumonia|/njuːˈməʊniə/
po|NA
poach|/pəʊtʃ/
poacher|/ˈpəʊtʃə(r)/
pocked|/pɒkt/
pocket|/ˈpɒkɪt/
pocketbook|/ˈpɒkɪtbʊk/
pocketful|/ˈpɒkɪtfʊl/
pocketknife|/ˈpɒkɪtnaɪf/
pockmark|/ˈpɒkmɑːk/
pockmarked|/ˈpɒkmɑːkt/
pod|/pɒd/
podgy|/ˈpɒdʒi/
podiatry|/pəˈdaɪətri/
podiatrist|/pəˈdaɪətrɪst/
podium|/ˈpəʊdiəm/
podunk|/ˈpəʊdʌŋk/
poem|/ˈpəʊɪm/
poesy|/ˈpəʊəzi/
poet|/ˈpəʊɪt/
poetess|/ˌpəʊəˈtes/
poetic|/pəʊˈetɪk/
poetically|/pəʊˈetɪkli/
poetics|/pəʊˈetɪks/
poetry|/ˈpəʊətri/
pogrom|/ˈpɒɡrəm/
poignancy|/ˈpɔɪnjənsi/
poignant|/ˈpɔɪnjənt/
poignantly|/ˈpɔɪnjəntli/
poinsettia|/ˌpɔɪnˈsetiə/
point|/pɔɪnt/
pointe|/pwæ̃t/
pointed|/ˈpɔɪntɪd/
pointedly|/ˈpɔɪntɪdli/
pointer|/ˈpɔɪntə(r)/
pointy|/ˈpɔɪnti/
pointillism|/ˈpɔɪntɪlɪzəm/
pointillist|/ˈpɔɪntɪlɪst/
pointing|/ˈpɔɪntɪŋ/
pointless|/ˈpɔɪntləs/
pointlessly|/ˈpɔɪntləsli/
pointlessness|/ˈpɔɪntləsnəs/
poise|/pɔɪz/
poised|/pɔɪzd/
poison|/ˈpɔɪzn/
poisoner|/ˈpɔɪzənə(r)/
poisoning|/ˈpɔɪzənɪŋ/
poisonous|/ˈpɔɪzənəs/
poke|/pəʊk/
poker|/ˈpəʊkə(r)/
poky|/ˈpəʊki/
pol|/pɒl/
polack|/ˈpəʊlæk/
poland|/ˈpəʊlənd/
polar|/ˈpəʊlə(r)/
polarity|/pəˈlærəti/
polarization|/ˌpəʊləraɪˈzeɪʃn/
polarize|/ˈpəʊləraɪz/
pole|/pəʊl/
poleaxe|/ˈpəʊlæks/
polecat|/ˈpəʊlkæt/
polemic|/pəˈlemɪk/
polemical|/pəˈlemɪkl/
polemicist|/pəˈlemɪsɪst/
polenta|/pəˈlentə/
poly|/ˈpɒli/
polyandry|/ˌpɒliˈændri/
polyandrous|/ˌpɒliˈændrəs/
polyanthus|/ˌpɒliˈænθəs/
polycarbonate|/ˌpɒliˈkɑːbənət/
police|/pəˈliːs/
policeman|/pəˈliːsmən/
policewoman|/pəˈliːswʊmən/
policy|/ˈpɒləsi/
policyholder|/ˈpɒləsihəʊldə(r)/
policymaker|/ˈpɒləsimeɪkə(r)/
policymaking|/ˈpɒləsimeɪkɪŋ/
policing|/pəˈliːsɪŋ/
polyclinic|/ˈpɒliklɪnɪk/
polyester|/ˌpɒliˈestə(r)/
polyethylene|/ˌpɒliˈeθəliːn/
polygamy|/pəˈlɪɡəmi/
polygamist|/pəˈlɪɡəmɪst/
polygamous|/pəˈlɪɡəməs/
polyglot|/ˈpɒliɡlɒt/
polygon|/ˈpɒlɪɡən/
polygonal|/pəˈlɪɡənl/
polygraph|/ˈpɒliɡrɑːf/
polyhedral|/ˌpɒliˈhiːdrəl/
polyhedron|/ˌpɒliˈhiːdrən/
polymath|/ˈpɒlimæθ/
polymer|/ˈpɒlɪmə(r)/
polymerization|/ˌpɒliməraɪˈzeɪʃn/
polymerize|/ˈpɒlɪməraɪz/
polymorphous|/ˌpɒliˈmɔːfəs/
polynomial|/ˌpɒliˈnəʊmiəl/
polio|/ˈpəʊliəʊ/
polyp|/ˈpɒlɪp/
polyphony|/pəˈlɪfəni/
polyphonic|/ˌpɒliˈfɒnɪk/
polypropylene|/ˌpɒliˈprəʊpəliːn/
polysemy|/pəˈlɪsɪmi/
polysemous|/pəˈlɪsəməs/
polish|/ˈpɒlɪʃ/
polished|/ˈpɒlɪʃt/
polisher|/ˈpɒlɪʃə(r)/
polysyllabic|/ˌpɒlisɪˈlæbɪk/
polysyllable|/ˈpɒlisɪləbl/
polystyrene|/ˌpɒliˈstaɪriːn/
politburo|/ˈpɒlɪtbjʊərəʊ/
polite|/pəˈlaɪt/
polytechnic|/ˌpɒliˈteknɪk/
politely|/pəˈlaɪtli/
politeness|/pəˈlaɪtnəs/
politesse|/ˌpɒlɪˈtes/
polytheism|/ˈpɒliθiɪzəm/
polytheistic|/ˌpɒliθiˈɪstɪk/
polythene|/ˈpɒlɪθiːn/
polity|/ˈpɒləti/
politic|/ˈpɒlətɪk/
political|/pəˈlɪtɪkl/
politically|/pəˈlɪtɪkli/
politician|/ˌpɒləˈtɪʃn/
politicization|/pəˌlɪtɪsaɪˈzeɪʃn/
politicize|/pəˈlɪtɪsaɪz/
politicking|/ˈpɒlətɪkɪŋ/
politico|/pəˈlɪtɪkəʊ/
politics|/ˈpɒlətɪks/
polyurethane|/ˌpɒliˈjʊərəθeɪn/
polyvalence|/ˌpɒliˈveɪləns/
polyvalent|/ˌpɒliˈveɪlənt/
polka|/ˈpɒlkə/
poll|/pəʊl/
pollard|/ˈpɒləd/
pollen|/ˈpɒlən/
polly|/ˈpɒli/
pollyanna|/ˌpɒliˈænə/
pollinate|/ˈpɒləneɪt/
pollination|/ˌpɒləˈneɪʃn/
polling|/ˈpəʊlɪŋ/
polliwog|/ˈpɒliwɒɡ/
pollywog|/ˈpɒliwɒɡ/
pollster|/ˈpəʊlstə(r)/
pollutant|/pəˈluːtənt/
pollute|/pəˈluːt/
polluter|/pəˈluːtə(r)/
pollution|/pəˈluːʃn/
polo|/ˈpəʊləʊ/
polonaise|/ˌpɒləˈneɪz/
polonium|/pəˈləʊniəm/
poltergeist|/ˈpəʊltəɡaɪst/
poltroon|/pɒlˈtruːn/
pom|/pɒm/
pomade|/pəˈmeɪd/
pomander|/pəˈmændə(r)/
pomegranate|/ˈpɒmɪɡrænɪt/
pomelo|/ˈpɒmələʊ/
pommel|/ˈpɒml/
pommy|/ˈpɒmi/
pomp|/pɒmp/
pompadour|/ˈpɒmpədɔː(r)/
pomposity|/pɒmˈpɒsəti/
pompous|/ˈpɒmpəs/
pompously|/ˈpɒmpəsli/
ponce|/pɒns/
poncho|/ˈpɒntʃəʊ/
pond|/pɒnd/
ponder|/ˈpɒndə(r)/
ponderous|/ˈpɒndərəs/
ponderously|/ˈpɒndərəsli/
ponderousness|/ˈpɒndərəsnəs/
pondweed|/ˈpɒndwiːd/
pone|/pəʊn/
pong|/pɒŋ/
pony|/ˈpəʊni/
ponytail|/ˈpəʊniteɪl/
pontiac|/ˈpɒntiæk/
pontiff|/ˈpɒntɪf/
pontifical|/pɒnˈtɪfɪkl/
pontificate|/pɒnˈtɪfɪkeɪt/
pontoon|/pɒnˈtuːn/
pooch|/puːtʃ/
poodle|/ˈpuːdl/
poof|/pʊf/
pooh|/puː/
pool|/puːl/
poolroom|/ˈpuːlruːm/
poolside|/ˈpuːlsaɪd/
poop|/puːp/
pooped|/puːpt/
poor|/pɔː(r)/
poorhouse|/ˈpɔːhaʊs/
poorly|/ˈpɔːli/
poorness|/ˈpɔːnəs/
pop|/pɒp/
popcorn|/ˈpɒpkɔːn/
pope|/pəʊp/
popery|/ˈpəʊpəri/
popgun|/ˈpɒpɡʌn/
popish|/ˈpəʊpɪʃ/
poplar|/ˈpɒplə(r)/
poplin|/ˈpɒplɪn/
popover|/ˈpɒpəʊvə(r)/
poppa|/ˈpɒpə/
poppadom|/ˈpɒpədəm/
popper|/ˈpɒpə(r)/
poppet|/ˈpɒpɪt/
poppy|/ˈpɒpi/
poppycock|/ˈpɒpikɒk/
populace|/ˈpɒpjələs/
popular|/ˈpɒpjələ(r)/
popularity|/ˌpɒpjuˈlærəti/
popularization|/ˌpɒpjələraɪˈzeɪʃn/
popularize|/ˈpɒpjələraɪz/
popularly|/ˈpɒpjələli/
populate|/ˈpɒpjuleɪt/
population|/ˌpɒpjuˈleɪʃn/
populism|/ˈpɒpjəlɪzəm/
populist|/ˈpɒpjəlɪst/
populous|/ˈpɒpjələs/
porcelain|/ˈpɔːsəlɪn/
porch|/pɔːtʃ/
porcine|/ˈpɔːsaɪn/
porcupine|/ˈpɔːkjupaɪn/
pore|/pɔː(r)/
pork|/pɔːk/
porker|/ˈpɔːkə(r)/
porky|/ˈpɔːki/
porn|/pɔːn/
porno|/ˈpɔːnəʊ/
pornographer|/pɔːˈnɒɡrəfə(r)/
pornography|/pɔːˈnɒɡrəfi/
pornographic|/ˌpɔːnəˈɡræfɪk/
porosity|/pɔːˈrɒsəti/
porous|/ˈpɔːrəs/
porphyry|/ˈpɔːfəri/
porphyria|/pɔːˈfɪriə/
porpoise|/ˈpɔːpəs/
porridge|/ˈpɒrɪdʒ/
port|/pɔːt/
portability|/ˌpɔːtəˈbɪləti/
portable|/ˈpɔːtəbl/
portage|/ˈpɔːtɪdʒ/
portal|/ˈpɔːtl/
portcullis|/pɔːtˈkʌlɪs/
portend|/pɔːˈtend/
portent|/ˈpɔːtent/
portentous|/pɔːˈtentəs/
portentously|/pɔːˈtentəsli/
portentousness|/pɔːˈtentəsnəs/
porter|/ˈpɔːtə(r)/
portfolio|/pɔːtˈfəʊliəʊ/
porthole|/ˈpɔːthəʊl/
portico|/ˈpɔːtɪkəʊ/
portion|/ˈpɔːʃn/
portland|/ˈpɔːtlənd/
portly|/ˈpɔːtli/
portmanteau|/pɔːtˈmæntəʊ/
portray|/pɔːˈtreɪ/
portrayal|/pɔːˈtreɪəl/
portrait|/ˈpɔːtreɪt/
portraitist|/ˈpɔːtreɪtɪst/
portraiture|/ˈpɔːtrətʃə(r)/
portugal|/ˈpɔːtʃʊɡl/
